question,label
Determine the doping levels in the respective regions.,medium
How is the equilibrium constant K related to the standard free energy change?,medium
Write a short note on bearing materials.,easy
Explain in detail the importance of preliminary geological exploration in civil engineering projects.,easy
Write short note on current boosting regulator.,easy
Derive formula for numerical differentiation of first order using Newtonâs forward interpolation technique.,medium
Explain in brief the direct screen stencil making process.,easy
"Using the process approach in writing composition, describe the activities you would 
carry out to write a composition entitled 'A visit to a zoo in a Form 1 class. ",easy
Define Usability.,easy
Compare linear and switching mode power supply.,easy
What is configuration identification in SCM?,easy
List and explain various features of virtual 8086 mode.,easy
Explain model for network security.,easy
Explain Demand and supply curve.,easy
Describe the THREE (3) causes of concrete blister. ,easy
What is Design?,easy
Explain the representation of polynomial using GLL.,medium
State the different applications of contour lines.,easy
A girder or uniform section and constant depth is freely supported  over a span of 200 Centimeters.,medium
What is Decomposition Technique?,easy
Describe the historical development of wind turbine on global level.,easy
List the SEVEN (7) stages of the development process of a building project. ,easy
Explain in detail pipeline performance.,easy
Describe the circumstances when tertiary treatment of wastewater is necessary. ,easy
Calculate the average holding and setup cost per year. ,medium
"""The bullwhip measure can be used to analyze supply chains. Nevertheless, inaccurate measures taken in addressing variance amplification can have ramifications"".  Explain this statement. ",easy
Explain the working o single-phase full wave centre tapped rectifier with pure resistive laod.,easy
State the different patterns of counter showing natural features.,easy
Explain the possible flow patterns in the culvert depending on the level of the rain water in the car park and the drain channel. ,easy
Use minimum 8 functions of Deque STL.,medium
Evaluate 1 2 01dx xï«ï² using Trapezoidal rule taking h = 1 4.,medium
Explore the role of various fields in Page Level Protection.,easy
